id,highlights,masked_highlights
10719695,Endoscopic scoring of late rectal mucosal damage after conformal radiotherapy for prostatic carcinoma.,Endoscopic <mask> <mask> late rectal mucosal damage after <mask> radiotherapy <mask> prostatic carcinoma.
10720019,Severe hypertension induced by the long-acting somatostatin analogue sandostatin LAR in a patient with diabetic autonomic neuropathy.,Severe hypertension induced <mask> <mask> long-acting somatostatin <mask> <mask> <mask> in a patient with diabetic autonomic neuropathy.
10726915,Comparison of dual-energy X-ray absorptiometry to four other methods to determine body composition in underweight patients with chronic gastrointestinal disease.,Comparison of <mask> X-ray absorptiometry to <mask> other methods to determ<mask>e <mask> composition in underweight <mask> with chronic gastrointestinal disease.
10735927,An evaluation of whole blood testing for Helicobacter pylori infection in the Chinese population.,An evaluation of whole blood <mask> <mask> Helicobacter <mask> <mask> in the Chinese population.
10735931,Fasting induces impairment of gastric mucosal integrity in non-insulin-dependent diabetic (db/db) mice.,Fast<mask>g <mask> impairment of <mask> mucosal integrity in non-insulin-dependent diabetic (db/db) mice.
10743444,"Effect of continuous epidural 0.2% ropivacaine vs 0.2% bupivacaine on postoperative pain, motor block and gastrointestinal function after abdominal hysterectomy.","<mask> of <mask> <mask> 0.2% ropivacaine vs 0.2% <mask> on postoperative pain, motor <mask> and gastrointestinal function after abdominal hysterectomy."
10749593,Is 1-week treatment for peptic ulcer healing sufficient and safe?,Is <mask> <mask> for peptic ulcer healing sufficient <mask> safe?
10751751,Antiobesity pharmacotherapy in the management of type 2 diabetes.,Antiobesity pharmaco<mask>rapy in the <mask> of type <mask> diabetes.
10755011,The role of radiology in assessing patients with pathological obesity submitted to modified Mason's vertical gastroplasty. A study of 322 cases.,The role of radiology <mask> <mask> patients <mask> <mask> obesity submitted <mask> modified Mason's vertical <mask> A study of 322 cases.
10757194,Intermittent pneumatic compression on the calf improves peripheral circulation of the leg.,<mask> pneumatic compression on the <mask> improves peripheral <mask> of the leg.
10757623,"One-year treatment of obesity: a randomized, double-blind, placebo-controlled, multicentre study of orlistat, a gastrointestinal lipase inhibitor.","One-ye<m<mask>sk>r treatment of <mask> a randomized, double-blind, placebo-controlled, multicentre study of orlistat, a <mask> <mask> inhibitor."
10759256,Cardiovascular autonomic function in patients with primary achalasia.,Cardiovascular autonomic function <mask> patients with <mask> achalasia.
10763950,Further validation of the IBS-QOL: a disease-specific quality-of-life questionnaire.,<m<mask>sk> validation of <mask> IBS-QOL: a disease-specific quality-of-life questionnaire.
10769640,Benefits of complete polyamine deprivation in hormone responsive and hormone resistant MCF-7 human breast adenocarcinoma in vivo.,Benefits of complete polyamine <mask> in <mask> <mask> <mask> <mask> <mask> MCF-7 human breast adenocarcinoma in vivo.
10774966,Correlation of in vitro autofluorescence endoscopy images with histopathologic findings in stomach cancer.,<mask> of in vitro autofluorescence endoscopy images with <mask> <mask> in <mask> cancer.
10774967,Changes in cardiopulmonary parameters during upper gastrointestinal endoscopy in patients with heart disease: towards safer endoscopy.,Changes in cardiopulmonary parameters <mask> upper <mask> endoscopy in patients with <mask> disease: towards <mask> endoscopy.
107789,Nasogastric hyperalimentation through a polyethylene catheter: an alternative to central venous hyperalimentation.,Nasogastric <mask> through a polyethylene catheter: an alternative <mask> central <mask> hyperalimentation.
10780194,Changes caused by mineral water on gastrointestinal motility in patients with chronic idiopathic dyspepsia.,Changes <mask> by mineral water on <mask> <mask> in <mask> with chronic idiopathic dyspepsia.
10783403,"Atomized lidocaine as topical anesthesia for nasogastric tube placement: A randomized, double-blind, placebo-controlled trial.","<mask>tomized <mask> as topical <mask> for <mask> tube placement: A randomized, double-blind, placebo-controlled trial."
10784003,Histological estimation of the efficacy of endoscopic laser coagulation therapy for diffuse antral vascular ectasia.,Histological estimation of the efficacy of <mask> laser coagulation <mask> <mask> diffuse antral <mask> ectasia.
10785913,Diabetes and urination disorders.,Diabetes <mask> urination disorders.
1078626,Benign small bowel tumor.,Benign small <mask> tumor.
1078769,A new application of counterpulsation: safer laparotomy after recent myocardial infarction.,A new application of <mask> safer <mask> after recent <mask> infarction.
1078945,Isoproterenol in offsetting adverse effects of vasopressin in cirrhotic patients.,Isoproterenol in <mask>fsetting adverse <mask> of vasopressin in cirrhotic patients.
1078969,Tumors of the small intestine.,Tumors of <mask> <mask> intestine.
1079060,Acute duodenitis and duodenal ulceration after burns. Clinical and pathological characteristics.,<mask> duodenitis and <mask> ulceration after burns. Clinical and pathological characteristics.
10791246,Drug-induced gastropathy in elderly Taiwanese.,<mask> gastropathy in <mask> Taiwanese.
1079409,Fiberoptic endoscopy. Precise definition of upper gastrointestinal disease.,<mask> endoscopy. Precise <mask> of upper gastrointestinal disease.
10795730,Noninvasive diagnosis of Helicobacter pylori infection in older subjects: comparison of the 13C-urea breath test with serology.,Non<mask>vasive diagnosis <mask> Helicobacter pylori infection in older subjects: <mask> <mask> the 13C-urea <mask> test with serology.
10799079,Documentation of rectal examination performance in the clinical teaching unit of a university hospital.,<m<mask>sk> of rectal <mask> performance <mask> the clinical teaching unit of a university hospital.
10799946,Clinical relevance of Helicobacter pylori CagA-positive strains: gastroduodenal peptic lesions marker.,Clinical relevance of <mask> pylori CagA-positive strains: gastroduodenal <mask> <mask> marker.
1080299,"Plasma expansion in surgical patients with high central venous pressure (CVP); the relationship of blood volume to hematocrit, CVP, pulmonary wedge pressure, and cardiorespiratory changes.","Plasma expansion <mask> surgical <mask> with high central venous <mask> <mask> <mask> relationship <mask> blood volume <mask> hematocrit, CVP, pulmonary wedge pressure, and cardiorespiratory changes."
1080382,Effect of indomethacin and phenylbutazone-prednisone combination of gastric mucosa: gastroscopic and histological study.,Effect of indomethacin and phenylbutazone-prednisone <mask> of <mask> mucosa: <mask> and histological study.
1080412,General surgery problems in patients with spinal cord injuries.,General surgery <mask> in patients <mask> <mask> cord injuries.
10805620,Isolated intraperitoneal fluid on abdominal computed tomography in children with blunt trauma.,Isolated intraperitoneal <mask> on abdominal computed <mask> in children <mask> blunt trauma.
10809040,Helicobacter pylori--is it a novel causative agent in Vitamin B12 deficiency?,Helicob<mask>cter <mask> <mask> a novel causative agent in Vitamin B12 deficiency?
1081040,Endoscopic polypectomy of the upper gastro-intestinal tract: results and clinical features (author's transl).,Endoscopic polypectomy of the <mask> gastro-intestinal tract: <mask> and <mask> <mask> (author's transl).
10812414,Anesthetic implications for surgical patients with endocrine tumors.,Anesthetic implications <mask> <mask> patients with endocrine tumors.
10817173,Diagnostic yield and effect on clinical outcomes of push enteroscopy in suspected small-bowel bleeding.,<mask> yield <mask> effect on clinical <mask> <mask> push enteroscopy in suspected small-bowel bleeding.
1081861,Intestinal bypass in morbid obesity: long-term metabolic sequelae.,<mask> <mask> in morbid obesity: long-term metabolic sequelae.
10821706,"1,3,5-Trialkyl-2,4,6-triiodobenzenes: novel X-ray contrast agents for gastrointestinal imaging.","1,3,5-Trialkyl-2,4,6-triiodobenzenes: novel <mask> <mask> agents for gastrointestinal imaging."
10822753,Etiological study and diagnosis of anemia in adults over 60 years of age.,Etiological study and <mask> of <mask> <mask> adults <mask> 60 years of age.
10823442,Cisapride or metoclopramide to accelerate small bowel transit during barium follow-through examination?,Cisapride or <mask> to accelerate small <mask> <mask> during barium follow-through examination?
10826073,Recurrent abdominal pain in children--a retrospective study of outcome in a group referred to a pediatric gastroenterology practice.,<mask> abdominal pain in children--a <mask> study of outcome in a group <mask> to a <mask> <mask> practice.
10827311,Routine intragastric feeding following traumatic brain injury is safe and well tolerated.,<mask> intragastric feeding following traumatic brain <mask> is <mask> and well tolerated.
10829301,What is the evidence with regard to the effectiveness of orlistat?.,<mask> is the evidence with regard <mask> the effectiveness of orlistat?.
10832161,Considerations for standardization of assessment of performance capacity in rehabilitation medicine.,Considerations for standardization of <mask> of <mask> capacity <mask> rehabilitation medicine.
10834726,Transient swallow syncope during periods of hypoxia in a 67-year-old patient after self-extubation.,Transient swallow syncope <mask> periods of <mask> in a <mask> patient <mask> self-extubation.
10834778,A randomized comparison of the effects of continuous thoracic epidural analgesia and intravenous patient-controlled analgesia after posterior spinal fusion in adolescents.,<mask> <mask> comparison <mask> the effects <mask> cont<mask>uous thoracic epidural analgesia and intravenous patient-controlled analgesia after posterior <mask> fusion in adolescents.
10835709,Application of a preoperative evaluation model in patients undergoing elective abdominal surgery.,Application of a <mask> <mask> model <mask> patients undergoing elective abdominal surgery.
10835999,Pain and symptom control in terminally ill children.,Pa<mask> <mask> symptom control in terminally ill children.
